ID,Basket
1066,"grapes,other vegetables,whole milk,butter,toilet cleaner,newspapers"
1068,"citrus fruit,white bread,liquor,specialty bar,shopping bags"
1070,chewing gum
1076,"sausage,other vegetables,whole milk,sliced cheese,white bread,baking powder,pickled vegetables,rum"
1078,specialty cheese
1083,"chicken,citrus fruit,root vegetables,other vegetables,whole milk,yogurt,hard cheese,processed cheese,mayonnaise,frozen vegetables,pastry,roll products ,rice,margarine,sugar,pickled vegetables,bottled water,fruit/vegetable juice,candy,skin care,napkins"
1086,"citrus fruit,root vegetables,dessert,yogurt,UHT-milk,brown bread"
1087,"whipped/sour cream,beverages,liquor (appetizer)"
1088,"frankfurter,turkey,citrus fruit"
1092,"citrus fruit,whole milk,butter,dessert,UHT-milk,flower (seeds),shopping bags"
1094,specialty chocolate
1100,"citrus fruit,butter,UHT-milk,margarine,bottled beer"
1101,"sausage,hamburger meat,tropical fruit,onions,other vegetables,butter,yogurt,white bread,brown bread,margarine,cat food"
1104,"ham,whole milk,processed cheese,white bread,semi-finished bread,bottled water,soda,fruit/vegetable juice,popcorn,chewing gum,shopping bags"
1105,"ham,chicken,citrus fruit,pip fruit,herbs,other vegetables,butter,napkins"
1106,"bottled water,canned beer"
1107,"popcorn,candy"
1109,"frankfurter,sausage,UHT-milk,frozen meals,frozen dessert,domestic eggs,rolls/buns,pastry,mustard,coffee"
1110,"hamburger meat,citrus fruit,packaged fruit/vegetables,rolls/buns,vinegar,cocoa drinks,specialty chocolate"
1112,"sausage,root vegetables,rolls/buns,bottled water,white wine,flower (seeds)"
1113,"yogurt,sliced cheese,frozen vegetables,frozen meals,pickled vegetables,coffee,instant coffee"
1114,"meat,other vegetables,whole milk,yogurt,soft cheese,sliced cheese,domestic eggs,margarine,cat food,pet care,coffee,bottled beer,red/blush wine,dish cleaner,napkins,kitchen towels"
1115,red/blush wine
1116,"UHT-milk,instant coffee"
1117,brown bread
1120,"cat food,dish cleaner,shopping bags"
1121,"citrus fruit,tropical fruit,pip fruit,grapes,root vegetables,other vegetables,whole milk,curd,dessert,whipped/sour cream,UHT-milk,frozen vegetables,frozen meals,bottled water,fruit/vegetable juice,specialty chocolate,napkins"
1122,"citrus fruit,other vegetables,butter,soda,bottled beer,canned beer,waffles,chocolate,seasonal products"
1123,"meat,other vegetables,packaged fruit/vegetables,cream cheese ,margarine,bottled water,salty snack"
1124,rolls/buns
1125,"root vegetables,whipped/sour cream,salt,fruit/vegetable juice,salty snack"
1128,shopping bags
1129,"grapes,brown bread,bottled beer,white wine"
1131,"root vegetables,skin care"
1136,sparkling wine
1138,misc. beverages
1139,"other vegetables,nut snack"
1140,misc. beverages
1143,"sausage,citrus fruit,pip fruit,yogurt,beverages,sliced cheese,sugar,bottled water,soda,cake bar"
1144,"meat,citrus fruit,root vegetables,other vegetables,whipped/sour cream,semi-finished bread,salty snack"
1145,"sausage,yogurt,pastry,margarine,soda,bottled beer,flower (seeds)"
1149,"ham,hamburger meat,onions,other vegetables,processed cheese,frozen vegetables,domestic eggs,rolls/buns,white bread,cookware,shopping bags"
1150,"yogurt,newspapers"
1156,"grapes,specialty cheese,pasta,coffee,bottled water,soda,canned beer,brandy,white wine"
1157,pastry
1159,photo/film
1160,"dessert,white bread"
1161,"citrus fruit,tropical fruit,pip fruit,long life bakery product"
1162,soda
1164,"root vegetables,sliced cheese,soda,bottled beer"
1167,"tropical fruit,other vegetables,soda,candy,shopping bags"
1168,"sausage,other vegetables,pasta,oil,margarine,coffee,syrup,canned beer,napkins,light bulbs,shopping bags"
1170,"pork,tropical fruit,other vegetables,dessert,yogurt,roll products ,flour,rice,coffee,bottled water,soda,fruit/vegetable juice,canned beer,salty snack"
1171,"sausage,citrus fruit,pip fruit,mayonnaise,brown bread,shopping bags"
1173,"grapes,pastry,salty snack,light bulbs,shopping bags"
1174,"other vegetables,yogurt,processed cheese,ketchup,bottled water,male cosmetics"
1176,"bottled water,pot plants"
1177,"prosecco,hygiene articles,pot plants"
1179,"bottled water,soda,chewing gum,specialty chocolate,candy"
1180,"rolls/buns,canned fish,canned beer"
1181,specialty chocolate
1182,"beef,other vegetables,butter milk,yogurt,whipped/sour cream,cream cheese ,white bread,fruit/vegetable juice,bottled beer,chocolate"
1183,"tropical fruit,pasta,bottled water"
1184,"beef,root vegetables,other vegetables,butter,yogurt,rolls/buns,flour"
1188,"chicken,pork,beef,whole milk,curd,whipped/sour cream"
1195,"rolls/buns,coffee"
1196,"whole milk,brown bread"
1199,"brown bread,chocolate"
1202,coffee
1206,"pork,whole milk,margarine,soda,canned beer,newspapers"
1209,"other vegetables,yogurt,cream cheese "
1211,"chicken,pork,pip fruit,other vegetables,whole milk,tidbits,frozen fish,rolls/buns,margarine,baking powder,soda,bottled beer,white wine,waffles,chocolate,candy"
1215,"beef,tropical fruit,whole milk,ice cream,cat food"
1220,shopping bags
1222,"condensed milk,bottled water,misc. beverages,bottled beer,bathroom cleaner"
1223,"chicken,bottled beer,red/blush wine,newspapers"
1224,"sausage,meat,butter,domestic eggs,cat food"
1226,"chicken,pork,grapes,other vegetables,domestic eggs,rolls/buns,pastry,soda,specialty bar"
1227,"finished products,other vegetables,whole milk,whipped/sour cream,margarine,cereals,soda,salty snack"
1228,"pork,beef,citrus fruit,berries,root vegetables,other vegetables,whole milk,yogurt,cream cheese ,vinegar,oil,cat food,specialty chocolate,detergent,dish cleaner,abrasive cleaner,cleaner,hygiene articles,shopping bags"
1230,"domestic eggs,seasonal products,shopping bags"
1234,"other vegetables,rolls/buns,bottled water,fruit/vegetable juice,canned beer,whisky,shopping bags"
1235,whole milk
1236,"sausage,meat,pork,whole milk,butter,whipped/sour cream,frozen vegetables,frozen dessert,white bread,brown bread,pastry,coffee"
1237,"sausage,mayonnaise,rolls/buns,canned beer,shopping bags"
1238,"tropical fruit,sliced cheese,domestic eggs,zwieback"
1241,"frankfurter,sausage,packaged fruit/vegetables,soda"
1243,"chicken,tropical fruit,pip fruit,root vegetables,herbs,other vegetables,dessert,yogurt,whipped/sour cream,beverages,brown bread,cat food,shopping bags"
1244,"tropical fruit,pip fruit,other vegetables,whole milk,napkins,dishes,flower (seeds)"
1246,"citrus fruit,grapes,rolls/buns,pastry,coffee,soda"
1250,rolls/buns
1251,bottled water
1252,"sausage,tropical fruit,whole milk,yogurt,processed cheese,pastry,margarine,Instant food products,coffee,popcorn,house keeping products"
1254,"frankfurter,whole milk,whipped/sour cream,curd cheese,domestic eggs,margarine,baking powder,cat food,bottled water,canned beer,candy,napkins"
1255,"sausage,root vegetables,other vegetables,whole milk,butter,whipped/sour cream,processed cheese,sugar,baking powder,jam,coffee,bottled water,soda,fruit/vegetable juice,salty snack,long life bakery product,candy,napkins"
1257,bottled beer
1260,"citrus fruit,tropical fruit,whole milk,coffee"
1262,"turkey,pork,beef,hamburger meat,tropical fruit,root vegetables,onions,other vegetables,whole milk,butter,butter milk,yogurt,rolls/buns,oil,fruit/vegetable juice,waffles,candy"
1264,canned beer
1266,"sausage,other vegetables,whole milk"
1268,Instant food products
1269,"frankfurter,sausage,tropical fruit,whole milk,yogurt,pastry,sugar,bottled water,soda,fruit/vegetable juice"
1272,"beef,domestic eggs,rolls/buns,flour,candy"
1273,"dessert,UHT-milk,bottled water,soda,canned beer,chewing gum,softener,shopping bags"
1274,"pork,citrus fruit,other vegetables,domestic eggs,margarine,canned beer"
1282,"frankfurter,liver loaf,turkey,UHT-milk,pasta,waffles,chocolate,dental care,dishes"
1284,"pork,tropical fruit,root vegetables,onions,other vegetables,whole milk,butter,whipped/sour cream,soft cheese,sliced cheese,ice cream,semi-finished bread,soda,newspapers"
1287,"whipped/sour cream,beverages,fruit/vegetable juice,chocolate"
1290,"pork,beef,whole milk,curd,rolls/buns,pastry"
1291,"coffee,shopping bags"
1292,"rolls/buns,waffles"
1294,"citrus fruit,yogurt,brown bread,pasta"
1295,"soda,chocolate,specialty chocolate,newspapers,shopping bags"
1302,"ham,whole milk,hard cheese,frozen meals,rolls/buns,rice,soups,baking powder,canned vegetables,bottled beer,female sanitary products"
1310,"citrus fruit,other vegetables,soft cheese,rolls/buns,pastry,canned beer,newspapers"
1311,"hamburger meat,pastry,soda,canned beer,detergent,softener,hygiene articles,shopping bags"
1314,"root vegetables,other vegetables,yogurt"
1316,canned beer
1317,newspapers
1318,"pip fruit,root vegetables,other vegetables,whole milk,chewing gum,kitchen towels"
1319,coffee
1320,"red/blush wine,specialty chocolate"
1321,"onions,vinegar,pet care,specialty bar"
1322,"frankfurter,berries,other vegetables,whole milk,soft cheese,domestic eggs,rolls/buns,brown bread,pastry,shopping bags"
1323,"meat,beef,tropical fruit,pip fruit,berries,other vegetables,whole milk,white bread,brown bread,sugar,detergent"
1325,"dessert,dishes"
1327,"chewing gum,napkins,dishes"
1336,"sausage,yogurt,salty snack"
1337,"root vegetables,whole milk,butter,yogurt,whipped/sour cream,soft cheese,cream cheese ,domestic eggs,brown bread,jam,misc. beverages,fruit/vegetable juice,napkins,pot plants"
1338,"berries,other vegetables,butter milk,yogurt,soda,newspapers"
1339,other vegetables
1340,"sausage,pip fruit,root vegetables,bottled beer,abrasive cleaner,light bulbs"
1342,"chicken,root vegetables,roll products ,vinegar,shopping bags"
1346,"whole milk,brown bread"
1347,"root vegetables,onions,whole milk,bottled water,dishes"
1349,"frankfurter,chicken,butter,dessert,butter milk,ice cream,pastry,oil,margarine,soda,salty snack,chocolate,chocolate marshmallow,detergent,hygiene articles,napkins,pot plants"
1351,"sausage,ham,meat,chicken,tropical fruit,other vegetables,whole milk,butter,yogurt,cream cheese ,frozen vegetables,domestic eggs,rolls/buns,brown bread,semi-finished bread,candy,newspapers"
1354,coffee
1356,pot plants
1357,"other vegetables,chocolate"
1358,"whole milk,white bread,pastry"
1359,"zwieback,oil,mustard,chocolate"
1360,"chicken,other vegetables,whole milk,domestic eggs,pastry,canned beer"
1364,"citrus fruit,misc. beverages,liquor,cling film/bags"
1366,canned beer
1368,"chicken,tropical fruit,candy,shopping bags"
1369,"frankfurter,bottled beer"
1372,frozen potato products
1374,"sausage,meat,grapes,other vegetables,yogurt,soft cheese,domestic eggs,rolls/buns,margarine,soda,chocolate"
1375,canned beer
1376,"yogurt,chocolate"
1378,"canned fruit,meat spreads,bottled water"
1381,"citrus fruit,whole milk,soft cheese,canned beer"
1382,"meat,yogurt"
1383,"root vegetables,butter,frozen vegetables,salty snack"
1386,"yogurt,sugar,instant coffee"
1388,"yogurt,rolls/buns,pastry,soda"
1389,oil
1390,"citrus fruit,pip fruit,grapes,berries,soft cheese,rolls/buns,oil,shopping bags"
1396,"sausage,domestic eggs,coffee,soda"
1397,herbs
1403,curd
1404,"herbs,pot plants"
1405,"sausage,other vegetables,sliced cheese,rolls/buns,coffee,soda,shopping bags"
1408,soda
1409,"whole milk,bottled water,soda,canned beer"
1410,"root vegetables,whole milk,brown bread,brandy,detergent,dish cleaner,female sanitary products,napkins,shopping bags"
1415,whipped/sour cream
1416,yogurt
1420,"sausage,ham,citrus fruit,grapes,berries,butter milk,frozen meals,domestic eggs,cat food,coffee,bottled water,soda,fruit/vegetable juice,waffles,hygiene articles"
1421,canned beer
1422,"meat,hamburger meat,spices,coffee"
1423,soda
1425,"whole milk,yogurt"
1426,"chicken,whole milk"
1432,"root vegetables,coffee,detergent"
1433,"ham,whole milk,curd,dessert"
1434,"ice cream,soda,bottled beer,chocolate marshmallow"
1435,"sausage,whole milk,brown bread,soda"
1436,detergent
1439,photo/film
1441,"meat,bottled beer,shopping bags"
1447,"butter milk,shopping bags"
1448,"brown bread,specialty chocolate,shopping bags"
1450,newspapers
1452,"pastry,sugar,bottled beer,long life bakery product,shopping bags"
1453,"beverages,soda,chocolate"
1455,"cream cheese ,pasta,jam,sweet spreads,coffee,soda,chocolate"
1457,rolls/buns
1458,"rolls/buns,bottled water"
1460,"hard cheese,rolls/buns,soda,shopping bags"
1461,canned beer
1462,canned beer
1465,"yogurt,beverages,rolls/buns,fruit/vegetable juice,pot plants"
1466,salty snack
1467,"tropical fruit,frozen vegetables"
1468,"citrus fruit,other vegetables,whole milk,butter,frozen vegetables,rolls/buns,brown bread,fruit/vegetable juice,cleaner"
1469,rolls/buns
1470,"whipped/sour cream,salty snack"
1471,"citrus fruit,whole milk,butter milk,whipped/sour cream"
1472,butter milk
1473,"other vegetables,whole milk,soups,bottled water,bottled beer"
1474,canned beer
1476,"tropical fruit,whole milk"
1478,"ham,other vegetables,whole milk,frozen vegetables"
1480,"citrus fruit,tropical fruit,whole milk,rolls/buns,bottled water,long life bakery product,decalcifier,newspapers"
1481,"dessert,fruit/vegetable juice,newspapers"
1482,"whole milk,rolls/buns"
1486,"meat,other vegetables,rolls/buns,fruit/vegetable juice,cling film/bags"
1487,"sausage,rolls/buns"
1489,"tropical fruit,other vegetables,waffles,napkins"
1493,spices
1494,"sausage,hamburger meat,citrus fruit,root vegetables,whole milk,yogurt,rolls/buns"
1495,"sausage,condensed milk,rolls/buns,coffee"
1497,"canned beer,salty snack,shopping bags"
1499,"rolls/buns,soda,waffles,shopping bags"
1503,"onions,shopping bags"
1504,"hamburger meat,citrus fruit,tropical fruit,rolls/buns,rice,coffee"
1505,"napkins,dishes"
1506,"other vegetables,butter milk,UHT-milk,brown bread,bottled water"
1507,"chicken,other vegetables,whole milk,curd,UHT-milk,rolls/buns,newspapers"
1508,"meat,whole milk,frozen potato products,margarine,soda,detergent"
1513,"other vegetables,rolls/buns"
1516,"turkey,citrus fruit,tropical fruit,grapes,root vegetables,onions,other vegetables,rolls/buns,brown bread,pastry,pickled vegetables,jam,cat food,fruit/vegetable juice,napkins"
1519,"yogurt,frozen vegetables,sweet spreads,bottled water,skin care,newspapers"
1520,"whipped/sour cream,flower (seeds)"
1521,"frozen vegetables,brown bread"
1522,"citrus fruit,whole milk,domestic eggs,canned fruit,dog food,misc. beverages,detergent"
1525,"other vegetables,butter,pastry,napkins,dishes"
1526,"frankfurter,brown bread,sugar"
1528,"rolls/buns,canned fish,soda"
1530,waffles
1531,"condensed milk,coffee,napkins"
1535,"liver loaf,beef,pip fruit,packaged fruit/vegetables,whole milk,pastry,margarine"
1536,"frankfurter,root vegetables,rolls/buns,vinegar,sugar,mustard,cat food,napkins"
1543,"other vegetables,whipped/sour cream,condensed milk,salt"
1544,"pastry,long life bakery product,shopping bags"
1545,"sausage,pip fruit,whipped/sour cream,detergent,dental care"
1546,"processed cheese,red/blush wine,newspapers"
1548,"meat,whole milk,whipped/sour cream,oil,pickled vegetables,long life bakery product,napkins"
1549,pastry
1552,frozen vegetables
1553,"citrus fruit,tropical fruit,coffee"
1554,"other vegetables,yogurt,whipped/sour cream,soda,bottled beer,salty snack"
1555,"frankfurter,frozen dessert,white wine,chewing gum,shopping bags"
1556,sausage
1557,"beef,other vegetables,yogurt,beverages,rolls/buns,flour,margarine,cat food,bottled water,fruit/vegetable juice"
1564,"citrus fruit,herbs,butter,domestic eggs,oil,bottled water,bottled beer"
1566,"citrus fruit,tropical fruit,root vegetables,yogurt,roll products ,margarine,sugar,bottled water,napkins,house keeping products"
1571,yogurt
1572,"herbs,oil,dog food"
1575,"pork,other vegetables,specialty fat"
1576,"curd,mustard,canned beer"
1577,"frankfurter,sausage,berries,whole milk,yogurt,brown bread,pastry,margarine,fruit/vegetable juice,waffles,decalcifier,napkins"
1578,"frankfurter,frozen meals,semi-finished bread,shopping bags"
1579,"curd,processed cheese,rolls/buns,pastry,pickled vegetables,fruit/vegetable juice"
1581,"pork,canned fish,cat food"
1583,ice cream
1584,specialty bar
1588,"pastry,soda"
1593,"chicken,other vegetables,whole milk,curd,ice cream,rolls/buns,sugar,soda,napkins,pot plants"
1594,detergent
1597,"tropical fruit,berries,yogurt,soda,red/blush wine"
1599,"pork,onions,other vegetables,bottled beer"
1601,"napkins,dishes"
1602,"other vegetables,rolls/buns,canned fish"
1605,root vegetables
1606,"ham,tropical fruit,pip fruit,other vegetables,whole milk,processed cheese,frozen vegetables,brown bread,soda,shopping bags"
