,basket
4592,"finished products,citrus fruit,tropical fruit,grapes,berries,root vegetables,other vegetables,whole milk,spread cheese,brown bread,pastry,potato products,fruit/vegetable juice,chocolate,pot plants,shopping bags"
7339,"sausage,rolls/buns"
6415,"citrus fruit,dessert,seasonal products"
8812,newspapers
224,white wine
9592,pork
2641,"chicken,onions,other vegetables,whole milk,frozen fish,brown bread,soda,white wine"
9060,sugar
1667,"beef,citrus fruit,pip fruit,yogurt,rolls/buns,flour,margarine,soups,bottled water"
3296,packaged fruit/vegetables
6397,"beef,root vegetables"
4414,"hamburger meat,citrus fruit,herbs,other vegetables,whole milk,butter,domestic eggs,pasta,Instant food products,canned fruit,pickled vegetables,bottled water,misc. beverages,bottled beer,hygiene articles"
6760,"packaged fruit/vegetables,whole milk,beverages,rolls/buns,napkins"
5361,"frankfurter,processed cheese,soda"
7636,"rolls/buns,pastry,candy"
3312,canned beer
3277,pastry
3627,other vegetables
9109,"ham,citrus fruit,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,brown bread"
5470,"sausage,berries,rolls/buns,chewing gum,shopping bags"
2323,"frankfurter,whole milk,yogurt,processed cheese,ice cream,frozen dessert,rolls/buns,white bread,brown bread,sugar,coffee,bottled water,soda,bottled beer,candy"
7821,candles
7787,"soda,specialty chocolate,male cosmetics,shopping bags"
8771,"whole milk,canned beer"
4364,"tropical fruit,grapes"
5189,"sausage,frozen meals,shopping bags"
2601,long life bakery product
2898,"pork,beef,other vegetables,curd,whipped/sour cream,specialty cheese,dental care,shopping bags"
4175,"chicken,pip fruit,frozen vegetables"
9291,"other vegetables,rolls/buns,sauces,soda,white wine,newspapers"
3361,candles
3547,"tropical fruit,grapes,whole milk,pastry,dog food,soda,waffles,specialty bar,cleaner,shopping bags"
608,"sausage,meat,other vegetables,whole milk,yogurt,rolls/buns,soda,bottled beer,chocolate,newspapers"
1879,soda
3109,"bottled water,bottled beer"
2674,"whole milk,fruit/vegetable juice"
3220,"pip fruit,berries,other vegetables,whole milk,yogurt,domestic eggs,rolls/buns,pastry,margarine"
371,"berries,white bread"
3810,"pork,citrus fruit,tropical fruit,whole milk,frozen vegetables,domestic eggs,honey,canned vegetables,red/blush wine,chocolate marshmallow,napkins"
8067,"other vegetables,whole milk,whipped/sour cream,coffee,flower (seeds)"
62,"sausage,beef,whole milk"
8365,"pork,fish,citrus fruit,whole milk,long life bakery product"
868,"whole milk,UHT-milk,domestic eggs,soda,fruit/vegetable juice,dishes,newspapers"
2498,"ham,pip fruit,other vegetables,cream cheese ,pastry,bottled beer"
8515,"long life bakery product,detergent"
9387,bottled water
3873,"pork,beef"
948,"tropical fruit,grapes,berries,other vegetables,whole milk,butter,dessert,yogurt,whipped/sour cream,ice cream,pastry,salt,baking powder,bottled water,misc. beverages,fruit/vegetable juice,canned beer,specialty chocolate,pot plants"
8011,"tropical fruit,rolls/buns"
1938,"whole milk,bottled beer"
4790,canned beer
8814,"frozen meals,cat food,hair spray"
5836,pip fruit
2779,"ice cream,chewing gum"
7474,bottled beer
1315,"oil,dish cleaner,newspapers"
7321,"bottled beer,liquor"
3958,"beef,root vegetables,frozen vegetables,frozen potato products,white bread,detergent"
4373,"frankfurter,chicken,root vegetables,whole milk,domestic eggs,canned fruit,flower (seeds)"
4226,"onions,whole milk"
8873,"yogurt,bottled beer"
9348,soda
7282,"other vegetables,bottled beer"
9822,"yogurt,long life bakery product"
7095,"hamburger meat,rolls/buns,candles"
3462,"yogurt,whipped/sour cream,frozen vegetables,salt,pasta,baking powder,soda,misc. beverages,fruit/vegetable juice"
2445,"bottled water,chocolate"
8910,"frankfurter,frozen potato products,pastry,bottled water,bottled beer"
1245,bottled beer
6806,"sausage,pip fruit,root vegetables,herbs,whole milk,processed cheese,mayonnaise,soda,rum"
7792,berries
1989,"root vegetables,domestic eggs"
5215,"frankfurter,hamburger meat,tropical fruit,other vegetables,whole milk,yogurt,whipped/sour cream,rolls/buns,kitchen towels,newspapers"
2520,"rolls/buns,soda,newspapers"
5269,"meat,other vegetables,whole milk,hard cheese,fruit/vegetable juice,long life bakery product"
7590,soda
5944,onions
5835,house keeping products
5837,"ham,pip fruit,yogurt,frozen meals,bottled water,soda,napkins"
8207,"rolls/buns,soda,female sanitary products"
9545,"tropical fruit,yogurt,rolls/buns,pastry,coffee,bottled water,newspapers"
8540,"cat food,soda,specialty chocolate"
2169,"citrus fruit,tropical fruit,pip fruit,grapes,onions,other vegetables,sliced cheese,cream cheese ,mayonnaise,ice cream,frozen dessert,margarine,mustard,soups,pickled vegetables,coffee,long life bakery product,chocolate,seasonal products,female sanitary products,hygiene articles,cling film/bags"
5278,oil
3768,rolls/buns
7185,waffles
7251,"root vegetables,whole milk"
8595,"rolls/buns,canned beer"
8637,"frankfurter,sausage,meat,turkey,other vegetables,whipped/sour cream,brown bread,margarine,bottled beer"
7523,"chicken,tropical fruit,root vegetables,other vegetables,beverages,coffee,bottled beer,liquor"
1487,"sausage,rolls/buns"
9241,berries
4719,"frozen vegetables,frozen meals"
3046,"flour,sugar,cat food,misc. beverages,waffles"
4104,"frankfurter,chicken,beef,hamburger meat,tropical fruit,other vegetables,butter,curd,butter milk,yogurt,whipped/sour cream,UHT-milk,frozen vegetables,pastry,flour,margarine,canned fish,coffee,fruit/vegetable juice,salty snack,specialty chocolate"
3282,whole milk
5382,canned beer
707,"tropical fruit,onions,whole milk,butter,dishes"
906,soda
2838,"citrus fruit,whole milk"
282,pasta
4647,"butter,sliced cheese,frozen meals,rolls/buns,brown bread,canned fruit,fruit/vegetable juice,long life bakery product"
1282,"frankfurter,liver loaf,turkey,UHT-milk,pasta,waffles,chocolate,dental care,dishes"
7423,"rolls/buns,bottled water"
7464,"root vegetables,whole milk,whipped/sour cream,soda"
5015,"hamburger meat,whipped/sour cream,cream cheese ,rolls/buns,pasta,canned fish,popcorn"
2021,"whole milk,yogurt,cream cheese ,oil,pickled vegetables,cat food,misc. beverages,long life bakery product,chocolate,specialty bar,dishes"
5698,"frankfurter,chicken,beef,citrus fruit,tropical fruit,root vegetables,other vegetables,curd,dessert,whipped/sour cream,soft cheese,cream cheese ,frozen vegetables,frozen meals,frozen potato products,domestic eggs,white bread,semi-finished bread,oil,instant coffee,soda,fruit/vegetable juice,flower (seeds)"
7834,"pork,other vegetables,whipped/sour cream,rolls/buns,brown bread,pastry,sugar,dishes"
2369,"rolls/buns,canned beer"
2791,canned beer
8040,"other vegetables,yogurt,whipped/sour cream,mayonnaise,domestic eggs,canned fruit,pet care,misc. beverages,sparkling wine"
255,"root vegetables,other vegetables,yogurt"
6541,"whole milk,dessert,pastry,long life bakery product"
8671,"yogurt,pet care"
8346,"curd,zwieback"
5186,"soda,liquor (appetizer)"
3015,"tropical fruit,other vegetables,whole milk,curd,butter milk,yogurt,whipped/sour cream,cream cheese ,rolls/buns,pastry"
4841,"root vegetables,other vegetables,yogurt,rolls/buns,bottled water,chocolate,napkins"
6879,bottled water
238,"whole milk,whipped/sour cream,semi-finished bread,margarine"
2394,sausage
558,canned beer
8501,specialty chocolate
9482,salty snack
3337,"other vegetables,misc. beverages,fruit/vegetable juice,long life bakery product,shopping bags"
223,"misc. beverages,newspapers"
8755,"frankfurter,sausage,processed cheese,rolls/buns,pickled vegetables,bottled water,liquor,shopping bags"
3075,"UHT-milk,cat food,coffee,bottled beer,white wine,sparkling wine,shopping bags"
791,"frankfurter,hamburger meat,whole milk,domestic eggs,rolls/buns,brown bread,margarine,bottled water,flower (seeds)"
7876,"sausage,red/blush wine,newspapers"
2723,"whole milk,curd,margarine"
670,bottled water
6834,"whole milk,butter,rolls/buns,bottled beer"
2157,"whole milk,domestic eggs,rolls/buns,brown bread,specialty chocolate,shopping bags"
1489,"tropical fruit,other vegetables,waffles,napkins"
5228,"other vegetables,curd,pastry,pasta,hygiene articles,flower (seeds)"
124,misc. beverages
1457,rolls/buns
2591,canned beer
3451,soda
5925,"UHT-milk,brown bread,mustard,coffee,soda,dish cleaner"
6535,"sausage,rolls/buns,chocolate"
8503,"chewing gum,chocolate,specialty chocolate"
8639,"beef,citrus fruit,whole milk,yogurt,rolls/buns,bottled water"
846,"other vegetables,whipped/sour cream"
8575,"coffee,bottled water,canned beer,napkins"
7517,soda
1806,misc. beverages
3330,"tropical fruit,other vegetables,rolls/buns,white bread,bottled beer,pot plants"
7304,roll products 
3749,"whipped/sour cream,rolls/buns,pastry,soda,salty snack,chewing gum,cleaner,female sanitary products,shopping bags"
27,"sausage,rolls/buns,soda,chocolate"
2309,"pork,other vegetables,whole milk,canned fish,coffee,specialty bar,candy"
7214,"yogurt,spread cheese,pastry,shopping bags"
8952,"sliced cheese,frozen fish,margarine,bottled water,canned beer"
3733,soda
9818,newspapers
6475,soda
8203,"curd,yogurt,white bread,brown bread,flour,artif. sweetener,red/blush wine,shopping bags"
6575,pork
4117,"frozen dessert,bottled water"
8624,newspapers
9008,"frankfurter,pip fruit,soft cheese,semi-finished bread,chewing gum,specialty chocolate"
171,other vegetables
2518,"yogurt,spread cheese,rolls/buns,soda,canned beer,shopping bags"
809,"whole milk,pastry,bottled water,newspapers,photo/film"
3926,"berries,root vegetables,yogurt,whipped/sour cream,specialty fat,white wine,kitchen towels"
8742,"sausage,beef,pip fruit,grapes,root vegetables,other vegetables,whole milk,curd,butter milk,yogurt,sliced cheese,cream cheese ,specialty cheese,frozen meals,white bread,pastry,candy"
7326,soda
6109,"whole milk,beverages,brown bread,pastry,specialty chocolate"
6615,"beef,root vegetables,hygiene articles"
4581,"tropical fruit,ice cream,frozen dessert"
2881,"whole milk,pastry,sugar,soda,hygiene articles"
2740,"frankfurter,sausage,whole milk,margarine,sauces,chocolate"
6603,"specialty cheese,soda"
8544,"whole milk,bottled water"
9752,"hamburger meat,onions,whole milk,rolls/buns,pasta"
130,"frankfurter,dessert"
6230,"citrus fruit,grapes,whipped/sour cream,flour,margarine,sugar,soups,baking powder,long life bakery product,waffles,chocolate,specialty bar,dish cleaner,female sanitary products,cling film/bags"
6284,"sausage,liver loaf,whole milk,cream cheese ,rolls/buns,salt"
5231,sausage
5029,"soda,waffles"
4398,"chicken,herbs,other vegetables,butter,brown bread,pastry,margarine,candy"
4356,"other vegetables,curd"
1974,"ice cream,soda,fruit/vegetable juice"
518,"other vegetables,yogurt"
370,"other vegetables,bottled water"
6614,"citrus fruit,tropical fruit,yogurt,frozen fish,rolls/buns,canned vegetables,soda,fruit/vegetable juice,red/blush wine,chocolate,candy,seasonal products,hygiene articles"
8706,kitchen utensil
1849,"pork,whole milk,margarine"
9076,"sausage,tropical fruit,curd,yogurt,dog food,bottled water,long life bakery product,hygiene articles,shopping bags"
8691,"other vegetables,yogurt,whipped/sour cream,white bread"
4305,hamburger meat
4713,"meat,other vegetables,whole milk,rolls/buns,shopping bags"
5187,semi-finished bread
7446,"sugar,specialty bar"
4766,"whole milk,butter,cat food"
4141,curd
7104,frankfurter
6429,"yogurt,soda"
8359,"chicken,berries,root vegetables,whole milk,butter,whipped/sour cream,cereals,napkins,photo/film,flower (seeds)"
5775,"Instant food products,long life bakery product,specialty chocolate,cling film/bags,house keeping products"
2708,canned beer
5704,"onions,other vegetables,soda,fruit/vegetable juice"
3795,waffles
5178,"processed cheese,white bread,sugar,cat food,soda,fruit/vegetable juice,candy,shopping bags"
7753,"pip fruit,whole milk,brown bread,fruit/vegetable juice,bottled beer,red/blush wine,shopping bags"
5337,"hamburger meat,berries,other vegetables,UHT-milk,hard cheese,processed cheese,canned vegetables,soda,waffles,specialty bar,newspapers"
2397,"rolls/buns,fruit/vegetable juice,long life bakery product,newspapers"
6252,"beef,tropical fruit,whole milk,beverages,frozen vegetables"
7269,"sausage,other vegetables,whole milk,whipped/sour cream,domestic eggs,pastry,meat spreads,instant coffee,bottled water,soda"
7941,beverages
6666,"sausage,dessert,sliced cheese,brown bread,detergent,kitchen towels,pot plants,shopping bags"
9009,"citrus fruit,root vegetables,other vegetables,UHT-milk,domestic eggs,canned fruit,soda,waffles,candy,newspapers"
2,whole milk
1725,"pip fruit,whole milk,whipped/sour cream,baking powder"
5445,"rolls/buns,margarine,bottled water,rum,red/blush wine,long life bakery product,waffles,chocolate"
4907,"berries,yogurt,whipped/sour cream"
315,"bottled water,cake bar"
2426,"frozen meals,frozen fish,chocolate"
6355,"sausage,beef,pip fruit,whole milk,cream cheese ,white bread,brown bread,seasonal products,hygiene articles"
7514,"citrus fruit,berries,pastry,male cosmetics,hygiene articles"
5842,"ice cream,white bread,red/blush wine,salty snack,chocolate,specialty chocolate,dental care"
6462,"finished products,cream cheese ,bottled water,specialty bar,shopping bags"
9273,"domestic eggs,rolls/buns,margarine"
8230,"sausage,beef,hamburger meat,pip fruit,root vegetables,herbs,other vegetables,yogurt,mayonnaise,rolls/buns,dishes"
970,"citrus fruit,root vegetables,packaged fruit/vegetables,yogurt,sliced cheese,rolls/buns,white bread,brown bread,zwieback"
4158,"frankfurter,chicken,pork,citrus fruit,tropical fruit,pip fruit,root vegetables,herbs,other vegetables,whole milk,butter milk,beverages,sliced cheese,frozen vegetables,roll products ,pasta"
8269,"curd cheese,rolls/buns"
2559,"sausage,other vegetables,yogurt,mayonnaise,rolls/buns,bottled water,soda,canned beer,shopping bags"
5372,"UHT-milk,soda,detergent"
2677,canned beer
5390,"canned beer,shopping bags"
9171,"grapes,ice cream,pastry,soda,canned beer,salty snack,chewing gum,seasonal products,flower (seeds),shopping bags"
1113,"yogurt,sliced cheese,frozen vegetables,frozen meals,pickled vegetables,coffee,instant coffee"
9104,"meat,pork,fish,tropical fruit,grapes,berries,other vegetables,whole milk,frozen vegetables,semi-finished bread,chocolate,detergent,kitchen utensil,candles"
6775,"other vegetables,whole milk,pet care,soda,canned beer,salty snack"
6674,"pork,root vegetables,onions,dessert,whipped/sour cream,UHT-milk,brown bread,newspapers"
2269,"yogurt,pastry"
9125,"other vegetables,whipped/sour cream,hard cheese,frozen vegetables,frozen dessert,oil,margarine,baking powder"
5216,"chewing gum,seasonal products"
6847,whipped/sour cream
3812,"frozen meals,cleaner"
4782,dessert
662,"frankfurter,citrus fruit,bottled beer,salty snack"
5400,"bottled water,newspapers"
9776,"root vegetables,other vegetables,butter milk,rolls/buns,salt"
8058,canned beer
1429,oil
6337,soda
1224,"sausage,meat,butter,domestic eggs,cat food"
7536,whole milk
3509,"sausage,hamburger meat,chocolate,detergent"
7617,long life bakery product
1735,"other vegetables,domestic eggs"
9140,"sausage,other vegetables,rolls/buns,baking powder,soda,cling film/bags,house keeping products"
8855,"other vegetables,whole milk,napkins"
7380,"soda,syrup"
960,"salt,dog food,long life bakery product"
6722,"frankfurter,whole milk,bottled water"
8348,"whole milk,shopping bags"
225,"sausage,sliced cheese,rolls/buns,soda,canned beer,shopping bags"
1413,"other vegetables,misc. beverages,long life bakery product,chocolate,candy,shopping bags"
3017,"other vegetables,whole milk,yogurt,rolls/buns,newspapers"
6964,"condensed milk,pastry,chocolate"
1672,"curd,yogurt,mayonnaise,brown bread,margarine,sugar,ketchup,dish cleaner,cling film/bags"
7140,"citrus fruit,tropical fruit,root vegetables,frozen meals,frozen fish,bottled water"
3732,pasta
133,"berries,soda"
5666,coffee
8553,"sausage,citrus fruit,root vegetables,onions,curd,yogurt,whipped/sour cream,bottled beer"
4957,"citrus fruit,root vegetables,margarine,cat food,shopping bags"
8376,"baking powder,misc. beverages,shopping bags"
6073,fruit/vegetable juice
1097,"UHT-milk,vinegar,waffles,chocolate"
2859,long life bakery product
2986,curd
5586,"beef,root vegetables,frozen vegetables,brown bread,misc. beverages"
8911,"dessert,canned beer"
7167,bottled beer
9222,"whole milk,soda"
1002,"whipped/sour cream,cream cheese ,bottled water,canned beer,shopping bags"
908,salty snack
9829,"tropical fruit,other vegetables,domestic eggs,zwieback,ketchup,soda,dishes"
7125,"condensed milk,bottled water,fruit/vegetable juice,bottled beer,canned beer"
4922,whole milk
1616,"whole milk,coffee,female sanitary products,shopping bags"
